ID,name,url,tactics
T1553.002,Subvert Trust Controls: Code Signing,https://attack.mitre.org/techniques/T1553/002,Defense Evasion
T1553.006,Subvert Trust Controls: Code Signing Policy Modification,https://attack.mitre.org/techniques/T1553/006,Defense Evasion
T1553.001,Subvert Trust Controls: Gatekeeper Bypass,https://attack.mitre.org/techniques/T1553/001,Defense Evasion
T1553.004,Subvert Trust Controls: Install Root Certificate,https://attack.mitre.org/techniques/T1553/004,Defense Evasion
T1553.005,Subvert Trust Controls: Mark-of-the-Web Bypass,https://attack.mitre.org/techniques/T1553/005,Defense Evasion
T1553.003,Subvert Trust Controls: SIP and Trust Provider Hijacking,https://attack.mitre.org/techniques/T1553/003,Defense Evasion
T1195,Supply Chain Compromise,https://attack.mitre.org/techniques/T1195,Initial Access
T1195.003,Supply Chain Compromise: Compromise Hardware Supply Chain,https://attack.mitre.org/techniques/T1195/003,Initial Access
T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,https://attack.mitre.org/techniques/T1195/001,Initial Access
T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,https://attack.mitre.org/techniques/T1195/002,Initial Access
T1218,System Binary Proxy Execution,https://attack.mitre.org/techniques/T1218,Defense Evasion
T1218.003,System Binary Proxy Execution: CMSTP,https://attack.mitre.org/techniques/T1218/003,Defense Evasion
T1218.001,System Binary Proxy Execution: Compiled HTML File,https://attack.mitre.org/techniques/T1218/001,Defense Evasion
T1218.002,System Binary Proxy Execution: Control Panel,https://attack.mitre.org/techniques/T1218/002,Defense Evasion
T1218.015,System Binary Proxy Execution: Electron Applications,https://attack.mitre.org/techniques/T1218/015,Defense Evasion
T1218.004,System Binary Proxy Execution: InstallUtil,https://attack.mitre.org/techniques/T1218/004,Defense Evasion
T1218.014,System Binary Proxy Execution: MMC,https://attack.mitre.org/techniques/T1218/014,Defense Evasion
T1218.013,System Binary Proxy Execution: Mavinject,https://attack.mitre.org/techniques/T1218/013,Defense Evasion
T1218.005,System Binary Proxy Execution: Mshta,https://attack.mitre.org/techniques/T1218/005,Defense Evasion
T1218.007,System Binary Proxy Execution: Msiexec,https://attack.mitre.org/techniques/T1218/007,Defense Evasion
T1218.008,System Binary Proxy Execution: Odbcconf,https://attack.mitre.org/techniques/T1218/008,Defense Evasion
T1218.009,System Binary Proxy Execution: Regsvcs/Regasm,https://attack.mitre.org/techniques/T1218/009,Defense Evasion
T1218.010,System Binary Proxy Execution: Regsvr32,https://attack.mitre.org/techniques/T1218/010,Defense Evasion
T1218.011,System Binary Proxy Execution: Rundll32,https://attack.mitre.org/techniques/T1218/011,Defense Evasion
T1218.012,System Binary Proxy Execution: Verclsid,https://attack.mitre.org/techniques/T1218/012,Defense Evasion
T1082,System Information Discovery,https://attack.mitre.org/techniques/T1082,Discovery
T1614,System Location Discovery,https://attack.mitre.org/techniques/T1614,Discovery
T1614.001,System Location Discovery: System Language Discovery,https://attack.mitre.org/techniques/T1614/001,Discovery
T1016,System Network Configuration Discovery,https://attack.mitre.org/techniques/T1016,Discovery
T1016.001,System Network Configuration Discovery: Internet Connection Discovery,https://attack.mitre.org/techniques/T1016/001,Discovery
T1016.002,System Network Configuration Discovery: Wi-Fi Discovery,https://attack.mitre.org/techniques/T1016/002,Discovery
T1049,System Network Connections Discovery,https://attack.mitre.org/techniques/T1049,Discovery
T1033,System Owner/User Discovery,https://attack.mitre.org/techniques/T1033,Discovery
T1216,System Script Proxy Execution,https://attack.mitre.org/techniques/T1216,Defense Evasion
T1216.001,System Script Proxy Execution: PubPrn,https://attack.mitre.org/techniques/T1216/001,Defense Evasion
T1216.002,System Script Proxy Execution: SyncAppvPublishingServer,https://attack.mitre.org/techniques/T1216/002,Defense Evasion
T1007,System Service Discovery,https://attack.mitre.org/techniques/T1007,Discovery
T1569,System Services,https://attack.mitre.org/techniques/T1569,Execution
T1569.001,System Services: Launchctl,https://attack.mitre.org/techniques/T1569/001,Execution
T1569.002,System Services: Service Execution,https://attack.mitre.org/techniques/T1569/002,Execution
T1529,System Shutdown/Reboot,https://attack.mitre.org/techniques/T1529,Impact
T1124,System Time Discovery,https://attack.mitre.org/techniques/T1124,Discovery
T1080,Taint Shared Content,https://attack.mitre.org/techniques/T1080,Lateral Movement
T1221,Template Injection,https://attack.mitre.org/techniques/T1221,Defense Evasion
T1205,Traffic Signaling,https://attack.mitre.org/techniques/T1205,"Command and Control, Defense Evasion, Persistence"
T1205.001,Traffic Signaling: Port Knocking,https://attack.mitre.org/techniques/T1205/001,"Command and Control, Defense Evasion, Persistence"
T1205.002,Traffic Signaling: Socket Filters,https://attack.mitre.org/techniques/T1205/002,"Command and Control, Defense Evasion, Persistence"
T1537,Transfer Data to Cloud Account,https://attack.mitre.org/techniques/T1537,Exfiltration
T1127,Trusted Developer Utilities Proxy Execution,https://attack.mitre.org/techniques/T1127,Defense Evasion
T1127.001,Trusted Developer Utilities Proxy Execution: MSBuild,https://attack.mitre.org/techniques/T1127/001,Defense Evasion
T1199,Trusted Relationship,https://attack.mitre.org/techniques/T1199,Initial Access
T1552,Unsecured Credentials,https://attack.mitre.org/techniques/T1552,Credential Access
T1552.003,Unsecured Credentials: Bash History,https://attack.mitre.org/techniques/T1552/003,Credential Access
T1552.008,Unsecured Credentials: Chat Messages,https://attack.mitre.org/techniques/T1552/008,Credential Access
T1552.005,Unsecured Credentials: Cloud Instance Metadata API,https://attack.mitre.org/techniques/T1552/005,Credential Access
T1552.007,Unsecured Credentials: Container API,https://attack.mitre.org/techniques/T1552/007,Credential Access
T1552.001,Unsecured Credentials: Credentials In Files,https://attack.mitre.org/techniques/T1552/001,Credential Access
T1552.002,Unsecured Credentials: Credentials in Registry,https://attack.mitre.org/techniques/T1552/002,Credential Access
T1552.006,Unsecured Credentials: Group Policy Preferences,https://attack.mitre.org/techniques/T1552/006,Credential Access
T1552.004,Unsecured Credentials: Private Keys,https://attack.mitre.org/techniques/T1552/004,Credential Access
T1535,Unused/Unsupported Cloud Regions,https://attack.mitre.org/techniques/T1535,Defense Evasion
T1550,Use Alternate Authentication Material,https://attack.mitre.org/techniques/T1550,"Defense Evasion, Lateral Movement"
T1550.001,Use Alternate Authentication Material: Application Access Token,https://attack.mitre.org/techniques/T1550/001,"Defense Evasion, Lateral Movement"
T1550.002,Use Alternate Authentication Material: Pass the Hash,https://attack.mitre.org/techniques/T1550/002,"Defense Evasion, Lateral Movement"
T1550.003,Use Alternate Authentication Material: Pass the Ticket,https://attack.mitre.org/techniques/T1550/003,"Defense Evasion, Lateral Movement"
T1550.004,Use Alternate Authentication Material: Web Session Cookie,https://attack.mitre.org/techniques/T1550/004,"Defense Evasion, Lateral Movement"
T1204,User Execution,https://attack.mitre.org/techniques/T1204,Execution
T1204.002,User Execution: Malicious File,https://attack.mitre.org/techniques/T1204/002,Execution
T1204.003,User Execution: Malicious Image,https://attack.mitre.org/techniques/T1204/003,Execution
T1204.001,User Execution: Malicious Link,https://attack.mitre.org/techniques/T1204/001,Execution
T1078,Valid Accounts,https://attack.mitre.org/techniques/T1078,"Defense Evasion, Initial Access, Persistence, Privilege Escalation"
T1078.004,Valid Accounts: Cloud Accounts,https://attack.mitre.org/techniques/T1078/004,"Defense Evasion, Initial Access, Persistence, Privilege Escalation"
T1078.001,Valid Accounts: Default Accounts,https://attack.mitre.org/techniques/T1078/001,"Defense Evasion, Initial Access, Persistence, Privilege Escalation"
T1078.002,Valid Accounts: Domain Accounts,https://attack.mitre.org/techniques/T1078/002,"Defense Evasion, Initial Access, Persistence, Privilege Escalation"
T1078.003,Valid Accounts: Local Accounts,https://attack.mitre.org/techniques/T1078/003,"Defense Evasion, Initial Access, Persistence, Privilege Escalation"
T1125,Video Capture,https://attack.mitre.org/techniques/T1125,Collection
T1497,Virtualization/Sandbox Evasion,https://attack.mitre.org/techniques/T1497,"Defense Evasion, Discovery"
T1497.001,Virtualization/Sandbox Evasion: System Checks,https://attack.mitre.org/techniques/T1497/001,"Defense Evasion, Discovery"
T1497.003,Virtualization/Sandbox Evasion: Time Based Evasion,https://attack.mitre.org/techniques/T1497/003,"Defense Evasion, Discovery"
T1497.002,Virtualization/Sandbox Evasion: User Activity Based Checks,https://attack.mitre.org/techniques/T1497/002,"Defense Evasion, Discovery"
T1600,Weaken Encryption,https://attack.mitre.org/techniques/T1600,Defense Evasion
T1600.002,Weaken Encryption: Disable Crypto Hardware,https://attack.mitre.org/techniques/T1600/002,Defense Evasion
T1600.001,Weaken Encryption: Reduce Key Space,https://attack.mitre.org/techniques/T1600/001,Defense Evasion
T1102,Web Service,https://attack.mitre.org/techniques/T1102,Command and Control
T1102.002,Web Service: Bidirectional Communication,https://attack.mitre.org/techniques/T1102/002,Command and Control
T1102.001,Web Service: Dead Drop Resolver,https://attack.mitre.org/techniques/T1102/001,Command and Control
T1102.003,Web Service: One-Way Communication,https://attack.mitre.org/techniques/T1102/003,Command and Control
T1047,Windows Management Instrumentation,https://attack.mitre.org/techniques/T1047,Execution
T1220,XSL Script Processing,https://attack.mitre.org/techniques/T1220,Defense Evasion

